title	creator	publisher	language	ncid	edition	publicationDate	note	subject
大海からの離脱 : そして手が生まれた		NHKソフトウェア	jpn	BA69320895		2004.9	企画・制作: NHKエンタープライズ21	
立方		[製作者不明]	jpn	BA6936518X		[1---]	稀覯本につき記述対象資料毎に書誌作成	
小松均展 : 大自然の魂を描く : 孤高の画仙人	[小松均画] ; 東京ステーションギャラリー, 王舎城美術寳物館企画・編集	東日本鉄道文化財団	jpn	BA6937212X		c1996	展覧会カタログ	NDC8:721.9
元素を知る事典 : 先端材料への入門	村上雅人編著 ; 阿部泰之 [ほか] 著	海鳴社	jpn	BA69386055		2004.11		NDC8:431.11
外國無線電信電話法規		電信協會	jpn	BA69393196		1942.3		NDC:694.1
身を守るための労働法 : これ一冊で、職場の基本がすべてわかる : 平成16年施行改正労基法に完全対応	労働調査会出版局労務相談室編	労働調査会	jpn	BA69458327		2004.2		NDC8:366.14
一問一答新しい破産法	小川秀樹編著	商事法務	jpn	BA69534447		2004.11		NDC8:327.36
風力発電の鳥類に与える影響に関する評価	日本野鳥の会自然保護室企画・編集	日本野鳥の会自然保護室	jpn	BA69558933		2004.3	付: 参考文献・引用文献	NDC7:488
片道で沖縄まで : 憧れの沖縄移住を簡単に実現する方法	友清哲取材文	インフォバーン	jpn	BA69603426		2004.9		NDC8:291.99
岩村藩高深日録 : 火消役 : 出火之節御立退御供定 : 虫干中日記	岩村町教育委員会編	岩村町教育委員会	jpn	BA69773040		2001.10	影印含む	NDC8:215.3
中学生の保健体育	加藤元一, 浅野均一, 岡本彰祐著	三省堂	jpn	BA69776333		1962	昭和36年4月20日文部省検定済教科書 中学校保健体育科用	
デイリーコンサイス国語・英和辞典	三省堂編修所編	三省堂	jpn	BA69790414	第4版	2004.9		NDC9:833.3
The Khwaja Muhammad Range : Central Hindu-Kush 1972		福岡県高体連ヒンズークシュ登山隊	jpnpereng	BA69824119		1975.11	本文は日本語	NDC9:292.71
村落社会と「出稼ぎ」労働の社会学 : 諏訪地域の生業セットとしての酒造労働と村落・家・個人	矢野晋吾著	御茶の水書房	jpn	BA69845312		2004.11	引用・参考文献: p255-286	NDC8:366.8
本末謌解	岩政信比古著	夷子屋市右衞門	jpn	BA6990385X		嘉永3 [1850] 序	和漢古書につき記述対象資料毎に書誌レコード作成	NDC9:911.101
摂津國長柄人柱	[並木宗助, 安田蛙文著]	[正本屋九左衛門]	jpn	BA69907351		[享保年間]	和漢古書につき記述対象資料毎に書誌レコード作成	
微分方程式入門	グーテル, ヤンポルスキー著 ; 筒井孝胤訳	東京図書	jpn	BA69921432		1964.10	監修:山崎三郎	NDC8:413.6
ヨーロッパ名家101	樺山紘一編	新書館	jpn	BA69931866		2004.12		NDC8:288.2
インスリン無効の糖尿病犬および猫における診断的アプローチ	メディカルサイエンス社制作	インターズー(販売)	jpn	BA70127418		[発行年不明]	Inter zoo セミナー 2001を集録したもの	
農電技術百題 : 電気利用による農業生産の効率化		農業電化協会	jpn	BA70155752		1984.3		
類似団体別職員数の状況 : 市区町村分		自治省行政局公務員部公務員第二課	jpn	BA70162893		1990.3		
茶人系譜	末宗広編	河原書店	jpn	BA70203538	増訂版	1950.12	奥付に増訂再版とあり	NDC6:791.2
なぜ、ホンダが勝ち、ソニーは負けたのか?	荻正道著	彩図社	jpn	BA70224731		2004.12	ホンダ・ソニー関連年表: p268	NDC8:537.067
資料目録	日本發送電株式會社總裁室調査課資料係 [編]	日本發送電株式會社總裁室調査課資料係	jpn	BA7027945X		1940.3凡例	昭和15年1月1日現在	
復 [鶏卵湯につき]		坦	jpn	BA70300851		[1---]	稀覯本につき記述対象資料毎に書誌作成	
リハビリテーション領域の薬学ケア : 薬剤師が実践する服薬支援	倉田なおみ編集	じほう	jpn	BA70448717		2004.3	2004年3月臨時増刊号	
ソフトウェア開発技術者	日高哲郎著	翔泳社	jpn	BA70455858		2004.10-	2007年度版の付属資料: (CD-ROM1枚 ; 12cm)	NDC8:007.6
일본어 편지	강태정 저	일신서적출판사	korjpn	BA70469910		1990.11	***記述は遡及データによる	
山のかぼちゃ運動会	最上一平作 ; 渡辺有一絵	新日本出版社	jpn	BA70531978		2004.9		NDC9:913.6
くにたち歴史探訪	国立市教育委員会編	国立市教育委員会	jpn	BA37154446		1997.3	表紙裏: [コースマップ](折りたたみ)	NDC9:291.365
東条英機暗殺計画	森川哲郎著	徳間書店	jpn	BA37219778		1984.8	参考文献: p215-220	NDC8:210.7
平家物語の音楽		日本コロムビア (発売)	jpn	BA37299019		p1991	監修: 平野健次	
どかんかい : 張り手一代、前田山英五郎 : 国際化を駆け抜けた男	今田柔全著	BABジャパン出版局	jpn	BA3737875X		1995.8	前田山英五郎の肖像あり	NDC9:788.1
土地家屋調査士教室 : 例題解説式	深田静夫著	大研社	jpn	BA37396332		1969.5		NDC6:324.86
文類さんの話	本川光定著	高田青少年会館	jpn	BA37399625		1988.12		
PFI日本導入で、何が、どう変わる : 公共事業の新手法	石黒正康, 小野尚著	日刊工業新聞社	jpn	BA37444118		1998.8	参考文献: p173-175	NDC8:335.7
色名總鑑	和田三造編	博美社	jpn	BA3746181X	増訂版	1935	附: 色表(57p)	
特異摂動の代数解析学	河合隆裕, 竹井義次著	岩波書店	jpn	BA37475745		1998.9	奥付の叢書巻号表示: 1(第1回配本)	NDC9:410.8
日本の現勢	青木利三郎編	啓明会	jpn	BA37506157		1936.9		
アトランティスの仮想世界史 : 地政学で読む謎の起源	荒巻義雄著	青春出版社	jpn	BA37520238		1998.6		NDC8:209.3
反逆の系譜	南条範夫著	学習研究社	jpn	BA37610410		1969.10		NDC6:913.6
心の友“精霊”: 十字架の聖ヨハネと共に歩みながら	ホアン・カトレット著 ; 高橋敦子訳	新世社	jpn	BA37679064		1998.3		
消えざる虹 : 句集	八牧美喜子著	浜発行所	jpn	BA37686004		1971.9		NDC6:911.36
聖書に学ぶ恋愛術 : 恋するあなたをより輝かせるために	池田裕著	同文書院	jpn	BA37689498		1997.12	「美しくなる聖書」(1993年刊)の新装改題	NDC9:193.1
二宮尊徳翁八十年祭記念会誌	横尾誠治編	二宮尊徳翁八十年祭記念会	jpn	BA37693145		1936.5	和装	
ことわざが語る薩摩	『かごしま文庫』編集部編	春苑堂出版	jpn	BA37696438		1998.8	発売 : 春苑堂書店(発売)	
[奥寿◆◆子はがき]		奥寿◆◆子	jpn	BA70600957		1930.1	京都市小田原町より奥瀬英三 (東京市外王子町上十條) 宛	
[平和博覽會事務局はがき]		平和博覽會事務局	jpn	BA70666117		[19--]	宇治山田市役所内より奥瀬英三 (浦和市高砂町) 宛	
畸形の天女	江戸川乱歩[ほか著]	東方社	jpn	BA70742237		1960.10		
ザ・ゴールデン・カップスのすべて	和久井光司編	河出書房新社	jpn	BA70759783		2005.1	タイトルは奥付と背による	NDC8:764.7
Chariots of fire	written by W. J. Weatherby ; based on a screenplay by Colin Welland ; abridged and simplified by Margery Morris ; edited with notes by Shugi Ahiko	Shohakusha	engjpn	BA70763430	改訂	[1992]	発行年ははしがきの日付による 書誌事項は4刷(1995年4月)による	DC20:428.6
ローズ家の戦争	ダニー・デビート監督 ; ジェームズ・L・ブルックス, アーノン・ミルチャン製作 ; マイケル・リースン脚本 ; ウォーレン・アドラー原作 ; ポリー・プラット, ダグ・クレイボーン製作総指揮	20世紀フォックスホームエンターテイメントジャパン (発売)	engjpn	BA70770571		c2001	1989年 アメリカ映画	
筑後市文化財分布地図		筑後市教育委員会	jpn	BA70773864		2004.3	地図データ	NDC9:219.1
和歌秘抄		住江良世 [写]	jpn	BA70807569		[近世初期]	和漢古書につき記述対象資料毎に書誌レコード作成	
青い山脈	今井正監督 ; 石坂洋次郎原作	東宝 (発売)	jpn	BA70835702		2004	出演: 原節子, 池辺良ほか	
現役ジャンボ機長が編み出した超音速勉強法	坂井優基著	日本実業出版社	jpn	BA70984123		2004.12		NDC9:002.7
[堅山坦はがき]		堅山坦	jpn	BA70987416		[1926.9]	府下小岩村字伊矛田新正堂薬店裏より奥瀬英三 (伊賀上野東日南町) 宛	
山河清くとも : 中野区桃園国民学校・学童疎開の記録	桃園国民学校学童疎開有志編	桃園小学校学童疎開の記録を作る会	jpn	BA71018054		1989.11	参考年表: p161-164	NDC8:916
病院職員ハンドブック	林茂編集	日本病院会	jpn	BA71032135		2002.4	監修: 梶原優	
相貌心理学序説 : 顔立ちと性格	L. コルマン著 ; 須賀哲夫, 福田忠郎訳	北大路書房	jpn	BA71042569		2005.2	付録: 日本人相貌マップ (8p ; 21cm)	NDC9:141.93
改正商法株金拂込事務解説	大金酉蔵著	無何有書房	jpn	BA37758477		1941.10		
国および地方公共団体等資産調査報告 : 昭和30年国富調査	経済企画庁編	大蔵省印刷局	jpn	BA37772558		1958.5		NDC8:330.59
繪入新板伊勢物語	[在原業平著]	櫻園書院	jpn	BA37817022		[1---]	タイトルは題簽による	
経済安全保障研究会報告書	経済安全保障研究会[編]	[出版者不明]	jpn	BA37831103		1998.7		
2ねん2くみのデザート	やまだあおい作 ; 宮崎耕平絵	文研出版	jpn	BA37900283		1986.11		
最近時世界史 : 大戰講話及び其後	稲葉常楠著	寳文館	jpn	BA37913809		1921.3		
ジョイ・ラック・クラブ	エィミ・タン[著] ; 小沢瑞穂訳	角川書店	jpn	BA38045082	5版	1994.4		NDC8:933
横井小楠先生を偲びて	山崎正董述	熊本縣教育委員會	jpn	BA38048375		1949.4		
考える葦 : パスカルの生涯と思想	松浪信三郎著	角川書店	jpn	BA38052022		1951.9		NDC6:135.3
プログラマー国家試験対策問題集 : 第1種第2種情報処理技術者認定試験		電波新聞社	jpn	BA38062456		1969.9	折り込み図4枚	
スタンダアル : 恋愛論	スタンダアル著 ; 井上勇譯	聚英閣	jpn	BA38079801		1923		
セールス話題に困らない本	青池章著	日本実業出版社	jpn	BA38086942		1977	***遡及データによる入力	NDC6:673.3
帝國憲法 : 完	美濃部達吉述	[出版者不明]	jpn	BA38121001		[19--]	謄写版	
井ノ岡・小坂の民俗	牛久市史編さん委員会民俗部会編集	牛久市	jpn	BA38131435		1998.3	索引: 巻末p1-17	NDC8:382.131
大銀行の罪と罰 : 都市銀行顧問税理士の体験	岡部徹 [著]	講談社	jpn	BA38155921		1997.12		NDC9:338.5
老人より青年へ	村田保著	二松堂書店	jpn	BA38200414		1916.6		
ぼくらのサイクイング	遠藤祐弘著	朝日ソノラマ	jpn	BA38217960		1973.6	サイクリング用語の解説: p234-238	NDC7:786.5
赤ちゃんはみな天才 : IQ200の子を育てる七田式〇歳教育の実践記録	七田真著	日本経済通信社	jpn	BA38224900		1982.8		NDC8:379.9
定本岳物語	椎名誠著	集英社	jpn	BA38276008		1998.8		NDC8:913.6
健康増進法実務者必携 : 健康づくりをよりよく推進するために		社会保険研究所	jpn	BA71070702	第2版	2004.10	監修: 健康増進法・健康日本21研究会	NDC9:498.12
ドッジボールオフィシャルルールブック	日本ドッジボール協会競技委員会編集	日本ドッジボール協会	jpn	BA71111548	第4版	2004.6	タイトルは奥付による	
たのしいせいかつ	東洋 [ほか] 著	大日本図書	jpn	BA71125600	新版, [見本版]	[2004]	平成16年1月30日文部科学省検定済教科書 平成 年 月 日発行 小学校生活科用 (発行年月日の数値空欄)	
イベント成功への道プロジェクト300 : 町会行事から商業イベントまで	東正樹著	郵研社	jpn	BA71201720		2004.9		NDC9:674.53
ドイツ都市近郊農村史研究 : 「都市史と農村史のあいだ」序説	加藤房雄著	勁草書房	jpn	BA71274021		2005.2	参考文献: p297-314	NDC9:612.34
朝日百科日本の歴史		朝日新聞社	jpn	BA71281162	新訂増補	2005.1		NDC8:210.1
虐待とドメスティック・バイオレンスのなかにいる子どもたちへ : ひとりぼっちじゃないよ	チルドレン・ソサエティ著 ; アジア女性センター訳	明石書店	jpn	BA71287748		2005.1	監修: 堤かなめ	NDC8:369.4
新原子炉お節介学入門 : 次代に何を残せるか。戦わないで得られる、将来の『国産エネルギー』のための体験的基礎講座	柴田俊一著	一宮事務所	jpn	BA71336060		2005.3	『原子炉お節介学入門 : 名馬「原子力」からも信頼される騎手になるために』の改訂版	NDC8:539.32
14歳からの仕事道	玄田有史著 ; 100%ORANGE, 及川賢治装画・挿画	理論社	jpn	BA71412180		2005.1	仕事道のイエローページ: 巻末p[1]-19	NDC8:366.29
回顧録	戸水寛人著	戸水寛人	jpn	BA71422413		1904.6		NDC8:210.67
絶対決める!甲種危険物取扱者完全攻略問題集	L&L総合研究所編著	新星出版社	jpn	BA71501826		2004.10		NDLC:Y57
海岸構造物周辺の波浪場解析におけるブジネスクモデルの高度化と応用に関する研究	中嶋光浩[著]	中嶋光浩	jpn	BA71574127		2004.3	博士論文(金沢大学, 2004年, 博甲第2349号)	
脳卒中		にゅーろん社	jpn	BA38369674		1975-		
美しい装いの手本 : おしゃれと美容のTPO		学習研究社	jpn	BA38373321		1976.8		NDC8:593
合同シンポジウム : 超高温材料国際シンポジウム'98 in 「たじみ」 : 超高温材料の産業面への実用化 : 第3回高温セラミックス複合材料国際会議分科会議 : セラミックス複合材料製部品、部材、コンポーネントの製造及び評価に関する国際ワークショップ		[超高温材料国際シンポジウム実行委員会]	jpneng	BA38379907		[1998]	本文は日本語と英語	NDC8:501.4
キラルテクノロジーの工業化		シーエムシー	jpn	BA38383755		1998.1	監修:中井武 大橋武久	NDC8:574.8
大經會疏 ; 大經要解 ; 四十八願聞記		前田是山兩和上古稀記念會	jpn	BA38390896		1929.3		NDC8:188.7
南山教会36年のあゆみ	南山教会史編集委員会[編]	日本基督教団南山教会	jpn	BA38452734		1984.6		
宮の前遺跡・蛍池東遺跡・蛍池遺跡・蛍池西遺跡発掘調査報告書 : 豊中市所在 : 大阪モノレール蛍池東線・西線建設に伴う発掘調査		大阪文化財センター	jpn	BA38511480		1994.3		
家庭と購買組合	藤田逸男著	社會教育協會	jpn	BA38521713		1937.4		
菜種の花 : 水郷民謠集	大鳥居金一郎著	湖畔社	jpn	BA3858028X		1929.5		
新学校法人予算会計システム : 理論と実践	白旗修著	経理研究会	jpn	BA38587074		1987.6	文献: p214〜215	NDC8:374.5
